message,link,permalink_url,created_time,type,name,id,shares/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,message_tags/0/id,message_tags/0/name,message_tags/0/type,message_tags/0/offset,message_tags/0/length,message_tags/1/id,message_tags/1/name,message_tags/1/type,message_tags/1/offset,message_tags/1/length,message_tags/2/id,message_tags/2/name,message_tags/2/type,message_tags/2/offset,message_tags/2/length,message_tags/3/id,message_tags/3/name,message_tags/3/type,message_tags/3/offset,message_tags/3/length
"#麻辣代言人 
香麻辣16層次口感，輕鬆拍出16層次的你
不相信嗎? 歡迎來新竹與高雄試試，
讓你一試上癮，發現16個不一樣的你！

11/15(六)、11/16(日) 11am - 8pm 《新竹》肯德基新竹大同餐廳 
11/22(六)、11/23(日) 11am - 8pm 《高雄》肯德基高雄站前餐廳",https://www.facebook.com/kfctaiwan/photos/a.797899663615931.1073741831.324273577645211/797900833615814/?type=3,https://www.facebook.com/kfctaiwan/posts/797911263614771,2014-11-11T11:59:34+0000,photo,麻辣代言人 拍貼機巡迴第二站-公館,324273577645211_797900833615814,,9,NONE,9,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"ㄟㄟ，麻辣帶勁的 #大紅袍麻辣紙包雞 你吃了沒？
ㄟㄟ，KFC x Duncan Design的超限定迴紋針你搶到沒？
再等，就沒啦！

＞上網訂餐：http://goo.gl/oSazQK
＞搶當 #麻辣代言人：http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/794733937265837/?type=3,https://www.facebook.com/kfctaiwan/posts/797713286967902:0,2014-11-11T02:00:00+0000,photo,Timeline Photos,324273577645211_794733937265837,3,218,NONE,218,false,false,ranked,3,false,544241848968882,Duncan,page,34,13,,,,,,,,,,,,,,,
"Good Morning! 嶄新的一週，用 #起司薯餅蛋烤餅 揭開序幕吧～
早餐套餐～$49
洋溢的幸福感～無價！

＞看更多早餐菜單：http://goo.gl/OxWzhN
＞找鄰近的餐廳：http://goo.gl/fwbe3W

#肯德基早餐 #breakfast",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/794736593932238/?type=3,https://www.facebook.com/kfctaiwan/posts/797094753696422:0,2014-11-10T00:00:01+0000,photo,Timeline Photos,324273577645211_794736593932238,1,198,NONE,198,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"#麻辣代言人 熱情招募中！
原來麻辣拍貼機本人這麼霸氣！
快來公館台大肯德基找我們玩！可以試吃 #大紅袍麻辣紙包雞 ，又能賺免費 #蛋撻券 喔！

＞現場16連拍：2014/11/08(六)、11/09(日) 11am - 8pm 《台北》肯德基公館台大餐廳 
＞網路參賽：http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/photos/a.795840940488470.1073741830.324273577645211/795840927155138/?type=3,https://www.facebook.com/kfctaiwan/posts/795840947155136:0,2014-11-08T07:47:50+0000,photo,Mobile Uploads,324273577645211_795840927155138,1,170,NONE,170,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"人氣爆棚的【 #麻辣代言人 徵選】拍貼機巡迴第二站本周末現身 臺大公館商圈！
現場挑戰16連拍，直接印出屬於你的香麻辣16種表情，還有機會賺到免費 #蛋撻券！再等　就落伍啦！
＞活動場次：
2014/11/08(六)、11/09(日) 11am - 8pm 《台北》肯德基公館台大餐廳 
2014/11/15(六)、11/16(日) 11am - 8pm 《新竹》肯德基新竹大同餐廳 
2014/11/22(六)、11/23(日) 11am - 8pm 《高雄》肯德基高雄站前餐廳

＞網路參加：http://www.fever38.com/promo-kfctaiwan-93273
#肯德基 #限時優惠 #限量 #公館 臺大公館商圈",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/790762730996291/?type=3,https://www.facebook.com/kfctaiwan/posts/794840653921832:0,2014-11-07T03:40:00+0000,photo,Timeline Photos,324273577645211_790762730996291,,103,NONE,103,false,false,ranked,1,false,132877553441427,臺大公館商圈,page,31,6,,,,,,,,,,,,,,,
"中午時間來點輕鬆的～
覺得 大陰盜百貨 太有才的，請舉手！

＞網路訂餐：http://goo.gl/GvwZhx

#紙包雞 #大紅袍麻辣紙包雞",https://www.facebook.com/QiaohuTIGER/photos/a.472551212818942.1073741828.472537659486964/735058749901519/?type=3,https://www.facebook.com/kfctaiwan/posts/794232560649308,2014-11-06T04:32:24+0000,photo,大陰盜百貨,324273577645211_794232560649308,,211,NONE,211,false,false,ranked,3,false,472537659486964,大陰盜百貨,page,14,5,,,,,,,,,,,,,,,
"他們怎麼表情拿～～麼多？
因為 #大紅袍麻辣紙包雞 口味層次太豐富啦～
這些不夠看？換你搶當 #麻辣代言人：http://www.fever38.com/promo-kfctaiwan-93273

＞趕快點來吃吃看：http://goo.gl/euF5s1

#紙包雞 #肯德基 #16連拍",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/793626154043282/?type=3,https://www.facebook.com/kfctaiwan/posts/793813210691243:0,2014-11-05T12:00:01+0000,photo,Timeline Photos,324273577645211_793626154043282,1,109,NONE,109,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"#麻辣代言人 瘋狂16連拍，轟動西門町！
看來大家真的被香麻辣的紙包雞激發出無限潛力呀！
你也技癢了嗎？千萬別錯過以下場次！

11/08(六)、11/09(日) 11am - 8pm 《台北》肯德基公館台大餐廳 
11/15(六)、11/16(日) 11am - 8pm 《新竹》肯德基新竹大同餐廳 
11/22(六)、11/23(日) 11am - 8pm 《高雄》肯德基高雄站前餐廳",https://www.facebook.com/kfctaiwan/photos/a.793729360699628.1073741828.324273577645211/793731744032723/?type=3,https://www.facebook.com/kfctaiwan/posts/793737220698842,2014-11-05T07:50:06+0000,photo,麻辣代言人 拍貼機巡迴第一站-西門町,324273577645211_793731744032723,3,1,NONE,1,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"挖～這兩種6塊雞餐感覺都很吸引人，到底該選哪個好？
親愛的粉絲幫幫我，你會選哪個？
（小提醒：印出或手機出示優惠券圖片都能兌換！）

＞＞想看更多 #優惠券：http://goo.gl/QaLjoD

#Coupon #好康 #折價券",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/790770194328878/?type=3,https://www.facebook.com/kfctaiwan/posts/793650210707543:0,2014-11-05T03:00:00+0000,photo,Timeline Photos,324273577645211_790770194328878,17,321,NONE,321,false,false,ranked,9,false,,,,,,,,,,,,,,,,,,,,
"【KFC x Duncan Design 聯手推薦】
#大紅袍麻辣紙包雞 的香、麻、辣獨享簡直太可惜！
八塊雙拼餐飽足感破表，還送獨家 Duncan 迴紋針！

＞＞等不及了，立即網路點餐！http://goo.gl/cyrjcq

#紙包雞 #限量贈品 #肯德基 #咔啦脆雞",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785517261520838/?type=3,https://www.facebook.com/kfctaiwan/posts/793255680746996:0,2014-11-04T10:30:01+0000,photo,Timeline Photos,324273577645211_785517261520838,8,345,NONE,345,false,false,ranked,9,false,544241848968882,Duncan,page,7,13,,,,,,,,,,,,,,,
"當酥酥脆脆的 #吮指嫩雞燒餅 對上 一捲暖呼呼的 #吮指嫩雞蛋烤餅 ，你選哪個當早餐？

請．選．擇！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/770001799739051/?type=3,https://www.facebook.com/kfctaiwan/posts/793095220763042:0,2014-11-04T02:00:00+0000,photo,Timeline Photos,324273577645211_770001799739051,3,394,NONE,394,false,false,ranked,4,false,,,,,,,,,,,,,,,,,,,,
"【KFC x Duncan Design 聯手出擊】
誰餓了，舉手？
買 #大紅袍麻辣紙包雞 $399八塊雙拼餐，立即獲得超限定迴紋針，等什麼？
（#網路訂餐 也能搶贈品＞＞http://goo.gl/P9xdZv）",https://www.facebook.com/duncanlindesign/photos/a.544251125634621.1073741828.544241848968882/821816757878055/?type=3,https://www.facebook.com/kfctaiwan/posts/792674530805111,2014-11-03T10:56:03+0000,photo,Duncan,324273577645211_792674530805111,,1207,NONE,1207,false,false,ranked,11,false,544241848968882,Duncan,page,7,13,,,,,,,,,,,,,,,
"#比司吉 搭配一杯咖啡，就是最完美的早餐好滋味～
親愛的你早～安～！新的一週活力開啟了，笑一個　^___^b

#肯德基早餐",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/790766664329231/?type=3,https://www.facebook.com/kfctaiwan/posts/792468217492409:0,2014-11-03T00:00:01+0000,photo,Timeline Photos,324273577645211_790766664329231,1,271,NONE,271,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"#肯德基快取GO #點餐車道 專屬優惠，就愛回饋給開車騎車來買好料的你！
即日起到12/31，消費並出示圖片即刻享優惠～

＞找最近的點餐車道：http://goo.gl/dPzLoY

#drivethrough #取餐車道",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/790753020997262/?type=3,https://www.facebook.com/kfctaiwan/posts/791913297547901:0,2014-11-02T02:00:01+0000,photo,Timeline Photos,324273577645211_790753020997262,6,182,NONE,182,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"#麻辣代言人 瘋狂16連拍，轟動西門町！
現場立刻拍、立刻印給你、立刻上傳FB、立刻獲得免費 #蛋撻券！
走！ #肯德基 西門峨嵋餐廳見！（台北市萬華區峨嵋街14-16號2樓）

今天限時拍到晚上八點，明天11/02(日) 11am - 8pm等你來挑戰！

＞網路參賽：http://www.fever38.com/promo-kfctaiwan-93273 
＞點購 #大紅袍麻辣紙包雞 八塊雙拼餐$399，立即獲得 KFC x Duncan Design 獨家設計迴紋針乙個，送完為止！

西門町 Ximenting",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/791413097597921/?type=3,https://www.facebook.com/kfctaiwan/posts/791417807597450:0,2014-10-31T17:27:00+0000,photo,Timeline Photos,324273577645211_791413097597921,,147,NONE,147,false,false,ranked,1,false,544241848968882,Duncan,page,217,13,188989877801742,西門町 Ximenting,page,248,13,,,,,,,,,,
"耶！明天就是周末啦～
陽光早餐你想吃哪樣？
＞＞#優惠券 索取：http://goo.gl/CKUF89
（手機出示圖片也可以兌換喔～快分享出去！！）

#Coupon #好康 #折價券",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/782571825148715/?type=3,https://www.facebook.com/kfctaiwan/posts/791009127638318:0,2014-10-31T14:00:01+0000,photo,Timeline Photos,324273577645211_782571825148715,18,292,NONE,292,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"就在這周末，【#麻辣代言人 徵選】拍貼機巡迴開跑！
現場挑戰16連拍，直接印出屬於你的香麻辣16種表情，還有機會賺到免費 #蛋撻券！還不快揪人！！
 
＞活動場次：
2014/11/01(六)、11/02(日) 11am - 8pm 《台北》肯德基西門峨嵋餐廳 
2014/11/08(六)、11/09(日) 11am - 8pm 《台北》肯德基公館台大餐廳 
2014/11/15(六)、11/16(日) 11am - 8pm 《新竹》肯德基新竹大同餐廳 
2014/11/22(六)、11/23(日) 11am - 8pm 《高雄》肯德基高雄站前餐廳

＞網路參加：http://www.fever38.com/promo-kfctaiwan-93273 

#肯德基 #限時優惠 #限量 #西門町 西門町 Ximenting",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/789923237746907/?type=3,https://www.facebook.com/kfctaiwan/posts/790802917658939:0,2014-10-31T03:30:01+0000,photo,Timeline Photos,324273577645211_789923237746907,15,174,NONE,174,false,false,ranked,0,false,188989877801742,西門町 Ximenting,page,352,13,,,,,,,,,,,,,,,
"【萬聖節開趴專屬優惠】
不給糖．就搗蛋！
肚子餓扁扁，誰都想搗蛋～
記得提前預約外帶 #肯德基 手扒雞同樂餐，報上優惠編號還送飲料喔！

更豐富的餐點選擇，請到 #肯德基訂餐：http://goo.gl/JW4lhs

#萬聖節 #halloween #halloweenparty",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785511621521402/?type=3,https://www.facebook.com/kfctaiwan/posts/790293907709840:0,2014-10-30T03:30:00+0000,photo,Timeline Photos,324273577645211_785511621521402,9,299,NONE,299,false,false,ranked,3,false,,,,,,,,,,,,,,,,,,,,
"【爺爺的選擇】
#肯德基早餐 豐富多樣又好吃，考考你的眼力，爺爺今天吃哪樣？請！搶！答！

＞＞完整早餐菜單：http://goo.gl/aBJaAP",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/783336868405544/?type=3,https://www.facebook.com/kfctaiwan/posts/789748771097687:0,2014-10-29T00:45:01+0000,photo,Timeline Photos,324273577645211_783336868405544,1,244,NONE,244,false,false,ranked,27,false,,,,,,,,,,,,,,,,,,,,
"#大紅袍麻辣紙包雞 香、麻、辣！ 
吃多層次口感  拍多層次的你 
挑戰16連拍，你就有機會成為 #麻辣代言人，成為店頭海報的Top Model！ 趕快轉轉轉發出去～

活動時間：即日起 ~ 2014/12/08

＞立刻參加！ http://www.fever38.com/promo-kfctaiwan-93273",https://www.facebook.com/kfctaiwan/videos/789919177747313/,https://www.facebook.com/kfctaiwan/videos/789919177747313/,2014-10-28T19:32:00+0000,video,,324273577645211_789919177747313,32,884,NONE,884,false,false,ranked,26,false,,,,,,,,,,,,,,,,,,,,
"【火辣推薦】
#大紅袍麻辣紙包雞 強勢降臨！即日起~12/15，香、麻、辣的大紅袍麻辣紙包雞加中可嚐鮮只要$99～小心上癮！

＞＞立即網路點餐：http://goo.gl/GGkz72

#紙包雞 #嚐鮮 #肯德基",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785517424854155/?type=3,https://www.facebook.com/kfctaiwan/posts/789239907815240:0,2014-10-28T03:00:00+0000,photo,Timeline Photos,324273577645211_785517424854155,14,268,NONE,268,false,false,ranked,9,false,,,,,,,,,,,,,,,,,,,,
"肯德基【 #大紅袍麻辣紙包雞 】嚴選上等新鮮雞肉加入大紅袍花椒、蒜­香、胡椒等各式香辛料醃漬入味，灑上花椒粉，再以鋁箔紙包裹密封­。完整封存獨家椒麻辛香，香、麻、辣帶勁，一吃上癮！

你能表現多層次的香、麻、辣嗎？快來上傳麻辣16連拍，紅遍半邊­天的 #麻辣代言人 就是你！
＞【麻辣代言人】活動訊息：http://www.fever38.com/promo-kfctaiwan-93273
＞立即網路訂餐：http://goo.gl/2TojNV

餐點組合：
＊嚐鮮價：$99
＊重量級XL套餐：$165
＊八塊雙拼餐：$399，獨家贈送KFC x Duncan Design 迴紋針乙個！（贈品有限送完為止）",https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/789152657823965/?type=3,https://www.facebook.com/kfctaiwan/posts/789156267823604,2014-10-28T01:14:58+0000,photo,KFC's cover photo,324273577645211_789152657823965,3,171,NONE,171,false,false,ranked,1,false,544241848968882,Duncan,page,277,13,,,,,,,,,,,,,,,
"#大紅袍麻辣紙包雞 香、麻、辣！
吃多層次口感  拍多層次的你
挑戰16連拍，你就有機會成為 #麻辣代言人，成為店頭海報的Top Model！還有機會抽中肯德基現金禮券1000元唷！趕快分享出去！！
＞立即參加：http://www.fever38.com/promo-kfctaiwan-93273 
＞立即訂餐：http://goo.gl/smBYaB

活動期間：2014/10/28 ~ 2014/12/08
公佈得獎：2014/12/16",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/789370674468830/?type=3,https://www.facebook.com/kfctaiwan/posts/789374894468408:0,2014-10-27T18:01:00+0000,photo,Timeline Photos,324273577645211_789370674468830,13,913,NONE,913,false,false,ranked,25,false,,,,,,,,,,,,,,,,,,,,
"【填問卷，獨享加購 #咔啦雞腿堡 只要$39！】
只要憑在肯德基消費發票上的調查序號，在消費後三天內上網填答5分鐘問卷，就可於下次消費時加39元加購咔啦雞腿堡！
＞＞發票找出來，馬上 #填問卷： http://goo.gl/UMHXP1

#肯德基以客為尊為客瘋狂 #survey",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/786516258087605/?type=3,https://www.facebook.com/kfctaiwan/posts/788828684523029:0,2014-10-27T13:30:01+0000,photo,Timeline Photos,324273577645211_786516258087605,10,246,NONE,246,false,false,ranked,9,false,,,,,,,,,,,,,,,,,,,,
"#柚香雞腿堡 x #99群星餐 ，秋天這樣搭最對味～
一口氣網羅雞塊、薯條、脆腿條、可樂，還只要$99！
吃過的粉絲快喊又，還沒吃過的...快衝啊！

＞＞肯德基 #網路訂餐 ，NOW！http://goo.gl/V79ss2

#優惠 #經典雞腿堡",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/788603814545516/?type=3,https://www.facebook.com/kfctaiwan/posts/788625821209982:0,2014-10-27T02:45:00+0000,photo,Timeline Photos,324273577645211_788603814545516,10,359,NONE,359,false,false,ranked,14,false,,,,,,,,,,,,,,,,,,,,
"免費喝咖啡的機會最後倒數！兌換只到11/3！
#肯德基 美式咖啡招待劵超搶手，即將兌換完畢，還沒搶到的，明天早餐就吃肯德基！

＞＞快查最近的肯德基在哪裡：http://goo.gl/iTbyyd

#免費咖啡 #肯德基早餐 #freecoffee",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785446064861291/?type=3,https://www.facebook.com/kfctaiwan/posts/788262731246291:0,2014-10-26T13:30:00+0000,photo,Timeline Photos,324273577645211_785446064861291,5,228,NONE,228,false,false,ranked,0,false,,,,,,,,,,,,,,,,,,,,
"【汐止的朋友有福啦～】
#肯德基 汐止中興餐廳新開張，即日起到11/09都有開幕好康優惠，回饋在地好鄰居！
還等什麼？趕快出門搶便宜！

汐止中興餐廳：新北市汐止區中興路169號｜營業時間07:00~23:00

#優惠 #期間限定 #新開幕 #汐止",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/784858891586675/?type=3,https://www.facebook.com/kfctaiwan/posts/787454951327069:0,2014-10-25T03:30:01+0000,photo,Timeline Photos,324273577645211_784858891586675,13,212,NONE,212,false,false,ranked,5,false,,,,,,,,,,,,,,,,,,,,
"秋天的早晨，就該吃得清清爽爽的～
#火腿鮮蔬蛋烤餅 搭上香濃熱奶茶，絕配！
你也來一份吧（遞）

＞＞查最近的肯德基在哪裡：http://goo.gl/nJhtM1",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785951011477463/?type=3,https://www.facebook.com/kfctaiwan/posts/786875058051725:0,2014-10-24T00:00:01+0000,photo,Timeline Photos,324273577645211_785951011477463,2,173,NONE,173,false,false,ranked,2,false,,,,,,,,,,,,,,,,,,,,
"【肯德基達人推理大考驗】
猜猜看，黃圈裡的餐點究竟是A、B、還是C？

＞＞越看越餓，直接開始 #肯德基訂餐 ：http://goo.gl/1plQ3X

#咔啦雞腿堡 #乳酪起司雞腿堡 #XL套餐",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/784973198241911/?type=3,https://www.facebook.com/kfctaiwan/posts/786439194761978:0,2014-10-23T03:30:00+0000,photo,Timeline Photos,324273577645211_784973198241911,1,268,NONE,268,false,false,ranked,16,false,,,,,,,,,,,,,,,,,,,,
"滴．答．滴．答．倒．數．計．時
樓上樓下左鄰右舍同事同學親戚朋友都愛吃的 #火腿鮮蔬蛋烤餅 嚐鮮優惠即將截止，你到底吃了沒？10/27最後一天，快行動！

小提醒：手機出示優惠券圖示就能兌換喔！趕快分享出去～

#肯德基早餐",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785947868144444/?type=3,https://www.facebook.com/kfctaiwan/posts/786120188127212:0,2014-10-22T14:00:30+0000,photo,Timeline Photos,324273577645211_785947868144444,7,209,NONE,209,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"歡樂星期三的中午，呼朋引伴點個 #肯德基 外送吧！
團長選好了！你呢？

＞＞立即網路點餐：http://goo.gl/DHCSNj
#紙包雞 #手扒雞  #蜜汁烙烤雞腿",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/785944748144756/?type=3,https://www.facebook.com/kfctaiwan/posts/785944888144742:0,2014-10-22T04:09:47+0000,photo,Timeline Photos,324273577645211_785944748144756,,311,NONE,311,false,false,ranked,3,false,,,,,,,,,,,,,,,,,,,,
"倒數計時！
再不趕快去吃 #柚香薄脆雞烤餅 就快吃不到啦！
你怎麼捨得錯過濃濃柚香醬、脆脆小黃瓜、帶勁雞肉的完美結合？

＞＞快查最近的肯德基在哪裡：http://goo.gl/80dgR5
＞＞現在訂外送：http://goo.gl/T1keEj",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/782602128479018/?type=3,https://www.facebook.com/kfctaiwan/posts/785441828195048:0,2014-10-21T03:30:01+0000,photo,Timeline Photos,324273577645211_782602128479018,5,246,NONE,246,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
"猜猜我是誰？
小提示：
1.有肉、有蛋又有菜～
2.陪你迎向美好的早晨
知道答案的粉絲請回答！

＞＞優惠券http://goo.gl/Gt6zh4",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/782555411817023/?type=3,https://www.facebook.com/kfctaiwan/posts/785086598230571:0,2014-10-20T13:30:00+0000,photo,Timeline Photos,324273577645211_782555411817023,2,270,NONE,270,false,false,ranked,9,false,,,,,,,,,,,,,,,,,,,,
"今天天氣好好啊～～～～
最可愛最有活力的粉絲們，Good MORNING! \\^o^//",,https://www.facebook.com/kfctaiwan/posts/784832434922654,2014-10-20T01:30:12+0000,status,,324273577645211_784832434922654,,148,NONE,148,false,false,ranked,3,false,,,,,,,,,,,,,,,,,,,,
"喔嗨喲！
朝氣十足的星期五，一起到 #肯德基 吃早餐吧～
說吧，你最 <3 吃哪個？

＞＞看完整菜單：http://goo.gl/kP3QIf",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/774185225987375/?type=3,https://www.facebook.com/kfctaiwan/posts/783065538432677:0,2014-10-16T23:00:01+0000,photo,Timeline Photos,324273577645211_774185225987375,4,224,NONE,224,false,false,ranked,1,false,,,,,,,,,,,,,,,,,,,,
